id,dataset_id,description,description_chinese,translation_status,translation_error
332,miso_interchange_5_min,"5 minute power flows between MISO and neighboring balancing authorities. These include Associated Electric Cooperative Inc (AECI), Louisville Gas and Electric (LGEE), Manitoba Hydro-Electric Board (MHEB), Ontario (ONT), PJM, Southern Company (SOCO), Southwest Power Association (SPA), Southwest Power Pool (SWPP), and Tennessee Valley Authority (TVA). Additionally, both total scheduled and total real time flows are included. Negative values indicate MISO is importing, positive indicate exports.",MISO（中部独立系统运营商）与相邻平衡区域之间的5分钟电力潮流。这些区域包括：联合电力合作社（AECI）、路易斯维尔天然气与电力公司（LGEE）、马尼托巴水电局（MHEB）、安大略省（ONT）、PJM、南方电力公司（SOCO）、西南电力协会（SPA）、西南电力库（SWPP）和田纳西河流域管理局（TVA）。此外，数据还包含总计划潮流和总实时潮流。负值表示MISO正在进口电力，正值表示出口。,done,
333,miso_interchange_hourly,"Hourly scheduled and real-time power flows between MISO and neighboring balancing authorities. These include Associated Electric Cooperative Inc (AECI), Louisville Gas and Electric (LGEE), Manitoba Hydro-Electric Board (MHEB), Ontario (ONT), PJM, Southern Company (SOCO), Southwest Power Association (SPA), Southwest Power Pool (SWPP), and Tennessee Valley Authority (TVA). Negative values indicate MISO is importing, positive values indicate exports.",MISO（中部独立系统运营商）与相邻平衡区域之间的小时级计划潮流和实时电力潮流。这些区域包括：联合电力合作社（AECI）、路易斯维尔天然气与电力公司（LGEE）、马尼托巴水电局（MHEB）、安大略省（ONT）、PJM、南方电力公司（SOCO）、西南电力协会（SPA）、西南电力库（SWPP）和田纳西河流域管理局（TVA）。负值表示MISO正在进口电力，正值表示出口。,done,
334,miso_lmp_dart_ex_post_5_min,DART spread in MISO between day-ahead hourly ex-post LMPs and real-time 5-minute ex-post final LMPs. Hourly day-ahead values are brought to a 5-minute interval across the hour for the purposes of this dataset.,MISO（中部独立系统运营商）中日前小时级事后LMP（节点边际电价）与实时5分钟事后最终LMP之间的DART（日前与实时价差）价差。在本数据集中，小时日前电价数值在该小时内被转换为5分钟间隔数据。,done,
335,miso_lmp_dart_ex_post_hourly,DART spread in MISO between day-ahead hourly ex-post LMPs and real-time hourly ex-post final LMPs. Both day-ahead and real-time values are at hourly intervals.,MISO（中部独立系统运营商）中日前小时级事后LMP（节点边际电价）与实时小时级事后最终LMP之间的DART（日前与实时价差）价差。日前和实时值均为小时间隔。,done,
336,miso_lmp_day_ahead_hourly,"Day Ahead LMP in hourly intervals as reported by MISO.

This dataset includes the location types:
- *Gennode*
-  *Hub*
-  *Interface*
-  *Loadzone*","MISO（中部独立系统运营商）报告的日前节点边际电价（LMP），数据为小时级间隔。

该数据集包含的位置类型：
- 发电节点
- 枢纽
- 接口
- 负荷区",done,
337,miso_lmp_day_ahead_hourly_ex_ante,"Day-ahead, hourly, Ex-Ante, LMPs publishing by MISO prior to the operating day. Ex-Ante LMPs are published in the early afternoon of the day prior to the market day, several hours before the Ex-Post day-ahead LMPs. The Ex-Ante LMPs are derived from the day-aead market clearing process.

See MISO's *BPM 002 - Energy and Operating Reserves* for additional discussion.","MISO（中部独立系统运营商）在运行日前发布的日前小时级事前（Ex-Ante）节点边际电价（LMP）。事前LMP在市场日之前一天的下午早些时候发布，比事后（Ex-Post）日前LMP早几个小时。事前LMP源自日前市场出清过程。

更多讨论请参见MISO的 *BPM 002 - 能量与运行备用* 文件。",done,
338,miso_lmp_day_ahead_hourly_ex_post,"Day-ahead, hourly, Ex-Post, LMPs publishing by MISO prior to the operating day. Ex-Post LMPs are published in the late afternoon or early evening of the day prior to the market day, several hours after the Ex-Ante day-ahead LMPs.

See MISO's *BPM 002 - Energy and Operating Reserves* for additional discussion.","MISO（中部独立系统运营商）在运行日前发布的日前小时级事后（Ex-Post）节点边际电价（LMP）。事后LMP在市场日之前一天的下午晚些时候或傍晚早些时候发布，比事前（Ex-Ante）日前LMP晚几个小时。

更多讨论请参见MISO的 *BPM 002 - 能量与运行备用* 文件。",done,
339,miso_lmp_real_time_5_min,"Preliminary real-time ExPost LMP prelim in 5 minute intervals as reported by MISO.

This dataset includes the location types:
- *Gennode*
-  *Hub*
-  *Interface*
-  *Loadzone*","MISO（中部独立系统运营商）报告的初步实时事后节点边际电价（LMP），数据为5分钟间隔。

该数据集包含的位置类型：
- 发电节点
- 枢纽
- 接口
- 负荷区",done,
340,miso_lmp_real_time_5_min_ex_ante,"Ex-Ante, real-time, five-minute, LMPs in MISO. These are the LMPs calculated via the *SCED* program on a 5-minute basis in MISO, which produces the economic dispatch. Ex-Ante LMPs in real-time are for informational purposes only. 

Ex-Post LMPs may differ from Ex-Ante LMPs depending on fast start and emergency operations resources.

See MISO's *BPM 002 - Energy and Operating Reserves* for additional discussion.","MISO（中部独立系统运营商）中的事前（Ex-Ante）实时五分钟节点边际电价（LMP）。这些是通过MISO中每五分钟运行一次的 SCED（安全约束经济调度）程序计算得出的LMP，该程序产生经济调度决策。实时中的事前LMP仅供信息参考。

事后（Ex-Post）LMP可能因快速启动和紧急运行资源而与事前LMP有所不同。

更多讨论请参见MISO的 *BPM 002 - 能量与运行备用* 文件。",done,
341,miso_lmp_real_time_5_min_ex_post_final,"Final Ex Post real-time five-minute LMPs in MISO. These are the LMPs calculated after the publication of Preliminary real-time LMPs by MISO following the approval of each Unit Dispatch System (UDS) case.

The Final values are not available immediately in real-time, but calculated via an offline process throughout the operating day and into the next day.

See MISO's *BPM 002 - Energy and Operating Reserves* for additional discussion.","MISO（中部独立系统运营商）中的最终事后（Ex Post）实时五分钟节点边际电价（LMP）。这些是在MISO发布初步实时LMP之后，在每一个机组调度系统（UDS）案例获得批准后计算得出的LMP。

最终值无法立即实时获取，而是在运行日期间及次日通过离线流程计算得出。

更多讨论请参见MISO的 *BPM 002 - 能量与运行备用* 文件。",done,
342,miso_lmp_real_time_5_min_ex_post_prelim,"Preliminary Ex-Post real-time five-minute LMPs in MISO. These are the LMPs calculated automatically in real-time by MISO following the approval of each Unit Dispatch System (UDS) case by the *SCED-Pricing* program.

Ex-Post LMPs may differ from Ex-Ante LMPs depending on fast start and emergency operations resources.

See MISO's *BPM 002 - Energy and Operating Reserves* for additional discussion.","MISO（中部独立系统运营商）中的初步事后（Ex-Post）实时五分钟节点边际电价（LMP）。这些是在每个机组调度系统（UDS）案例获得 SCED-Pricing（安全约束经济调度定价）程序批准后，由MISO自动实时计算得出的LMP。

事后LMP可能因快速启动和紧急运行资源而与事前LMP有所不同。

更多讨论请参见MISO的 *BPM 002 - 能量与运行备用* 文件。",done,
343,miso_lmp_real_time_5_min_final,"Final Five-minute real-time ExPost LMPs for each Pnode in MISO, includes energy, loss, and
congestion components. 

This data updates on Mondays and is provided by MISO on a weekly basis for the week prior to the previous week. 

This dataset includes the location types:
- *Gennode*
-  *Hub*
-  *Interface*
-  *Loadzone*

For more information see the MISO Pricing Reports Guide (PDF): [https://misodocs.blob.core.windows.net/marketreports/Real-Time Preliminary Market LMPs_MISO Pricing Reports Readers Guide.pdf](https://misodocs.blob.core.windows.net/marketreports/Real-Time%20Preliminary%20Market%20LMPs_MISO%20Pricing%20Reports%20Readers%20Guide.pdf)","MISO（中部独立系统运营商）中每个Pnode（物理节点）的最终五分钟实时事后节点边际电价（LMP），包含能量、损耗和阻塞分量。

此数据每周一更新，由MISO每周提供前一周之前一周的数据。

该数据集包含的位置类型：
- 发电节点
- 枢纽
- 接口
- 负荷区

更多信息请参阅MISO定价报告指南（PDF）：https://misodocs.blob.core.windows.net/marketreports/Real-Time Preliminary Market LMPs_MISO Pricing Reports Readers Guide.pdf",done,
344,miso_lmp_real_time_hourly_ex_post_final,"Final, hourly, real-time, Ex Post, LMPs from MISO. MISO integrates the real-time Ex Post LMP over all dispatch intervals in a market hour in order to produce the hourly value. MISO's real-time market is settled on the hourly Ex post LMPs.

The Final values are not available immediately in real-time, but calculated via an offline process throughout the operating day and into the next day.

See MISO's *BPM 002 - Energy and Operating Reserves* for additional discussion.","来自MISO（中部独立系统运营商）的最终、小时级、实时、事后节点边际电价（LMP）。MISO将实时事后LMP在市场小时内的所有调度间隔进行积分，以得出小时值。MISO的实时市场按小时事后LMP结算。

最终值无法立即实时获取，而是在运行日期间及次日通过离线流程计算得出。

更多讨论请参见MISO的 *BPM 002 - 能量与运行备用* 文件。",done,
345,miso_lmp_real_time_hourly_ex_post_prelim,"Preliminary, hourly, real-time, Ex Post LMPs from MISO. MISO integrates the real-time Ex Post LMP over all dispatch intervals in a market hour in order to produce the hourly value. MISO's real-time market is ultimately settled on the hourly Ex post LMPs, but this dataset is the Preliminary values which are calculated in real time, directly following the market hour. 

See MISO's *BPM 002 - Energy and Operating Reserves* for additional discussion.","来自MISO（中部独立系统运营商）的初步、小时级、实时、事后节点边际电价（LMP）。MISO将实时事后LMP在市场小时内的所有调度间隔进行积分，以得出小时值。MISO的实时市场最终按小时事后LMP结算，但此数据集是初步值，在实时中于市场小时结束后立即计算得出。

更多讨论请参见MISO的 *BPM 002 - 能量与运行备用* 文件。",done,
